# Wikidata (CC0): ISO 3166-2 code (P300) by GeoNames id (P1566).
# Query date: 2026-09-26
# Query: SELECT ?geonames ?iso WHERE { ?item wdt:P300 ?iso ; wdt:P1566 ?geonames . }
2133763	PG-CPM
2134739	VU-TAE
2134898	VU-SAM
2137421	VU-TOB
2139685	FR-NC
214139	CD-KW
214140	CD-KS
2145234	AU-VIC
2147291	AU-TAS
2152274	AU-QLD
2155400	AU-NSW
215709	CD-IT
216139	CD-OR
216140	CD-HU
216661	CD-EQ
2177478	AU-ACT
2178472	SB-TE
2178730	SB-MK
2179538	NZ-WGN
2179671	NZ-MWT
2180293	NZ-WKO
2181818	NZ-TAS
2181872	NZ-TKI
2182501	NZ-STL
2182504	NZ-S
2182560	NZ-BOP
2185978	NZ-NTL
2185983	NZ-N
2187304	NZ-MBH
2190146	NZ-HKB
2190766	NZ-GIS
2190767	NZ-GIS
2192628	NZ-CAN
2193734	NZ-AUK
219402	CD-BU
2194371	FJ-W
2197820	FJ-03
2198131	FJ-14
2198411	FJ-13
2198876	FJ-12
2198946	FJ-11
2199295	FJ-N
2201984	FJ-08
2202182	FJ-10
2203150	FJ-09
2203651	FJ-02
2203798	FJ-01
2203875	FJ-07
2204318	FJ-06
2205272	FJ-C
220781	DJ-TA
2208265	VU-MAP
2208266	VU-PAM
2208267	VU-SEE
2210245	LY-TB
2210553	LY-SR
2212774	LY-SB
2214432	LY-NL
2214602	LY-MQ
2214845	LY-MI
221525	DJ-OB
2217350	LY-GT
2218972	LY-ZA
2219413	LY-WS
2219944	LY-JU
2221788	CM-SW
2221789	CM-SU
2222934	CM-OU
2223602	CM-NW
2223603	CM-NO
2229336	CM-LT
2231755	CM-EN
2231835	CM-ES
2233376	CM-CE
2236015	CM-AD
2236355	AO-ZAI
2236566	AO-UIG
223817	DJ-DJ
223889	DJ-DI
2239858	AO-MAL
2240444	AO-LUA
2241660	AO-CNO
2243266	AO-CAB
2243598	AO-BGO
2243939	SN-ZG
2244800	SN-TH
2244990	SN-TC
2246451	SN-SL
2248753	SN-MT
2249221	SN-LG
2249781	SN-KD
2250804	SN-KL
2251910	SN-FK
2252308	SN-DB
225282	DJ-AS
2253350	SN-DK
2255329	CG-13
2255404	CG-12
2255422	CG-14
2256175	CG-9
2258431	CG-7
2258534	CG-2
2258738	CG-5
2260487	CG-8
2260668	CG-11
2262961	PT-15
2263478	PT-14
2264507	PT-12
2267056	PT-11
2267094	PT-10
2268337	PT-08
2268404	PT-07
2269513	PT-05
2270984	PT-02
2273898	LR-SI
2274688	LR-NI
2274890	LR-MO
2275099	LR-MY
2275344	LR-LO
2276622	LR-GG
2276627	LR-CM
2276630	LR-GB
2278292	LR-BG
2278324	LR-BM
2279755	CI-YM
2293538	CI-AB
2294076	GH-WP
2294234	GH-TV
2294286	GH-UW
2294291	GH-UE
2297169	GH-NP
2300569	GH-AA
2301360	GH-EP
2302353	GH-CP
2302547	GH-BA
2304116	GH-AH
2308277	GQ-C
2310307	GQ-AN
2313191	CD-MN
2313847	CD-KL
2313860	CD-KG
2314302	CD-KN
2317277	CD-BC
2317396	CD-BN
2322907	NG-SO
2324433	NG-RI
2324828	NG-PL
2325190	NG-OY
2326168	NG-ON
2326701	NG-AN
2327546	NG-OG
2328925	NG-NI
2332453	NG-LA
2332785	NG-KW
2334797	NG-KT
2335196	NG-KN
2335722	NG-KD
233709	UG-106
2337542	NG-IM
234069	UG-224
234411	UG-219
2345891	NG-CR
234594	UG-C
2346794	NG-BO
2347266	NG-BE
2347468	NG-BA
2349961	NG-AN
2350813	NG-AK
2352776	NG-FC
2353169	BF-ZOU
2353568	BF-YAT
2354771	BF-TAP
2355211	BF-SOR
2355248	BF-SOM
2355474	BF-SIS
2355737	BF-SEN
2355914	BF-SMT
2355930	BF-SNG
2356386	BF-PON
2356667	BF-PAS
2356982	BF-OUD
2356983	BF-OUB
235749	MW-CT
2357548	BF-NAO
2357611	BF-NAM
2357858	BF-MOU
2358700	BF-KOT
2359027	BF-KOS
2359209	BF-COM
2359569	BF-KEN
2359923	BF-KAD
2360075	BF-HOU
2360223	BF-GOU
2360516	BF-GNA
2360627	BF-GAN
236178	CF-VK
2361988	BF-BLK
2362006	BF-BLG
2362047	BF-BGR
2362644	BF-BAZ
2362973	BF-BAM
2364205	TG-S
2364370	TG-P
2365173	TG-M
2367237	TG-C
236887	CF-UK
2368955	GW-TO
2370360	GW-QU
2371071	GW-OI
2372533	GW-GA
2374312	GW-CA
